train_name,train_number,current_station,next_station,distance_km,scheduled_travel_time_min,weather,congestion_level,historical_avg_delay_min,day_of_week,hour_of_day,actual_delay_min
Mumbai Rajdhani Express,12951,New Delhi,Kota Jn,83.5,83.5,Clear,Low,16.7,Tue,11,3.8
Shatabdi Express,12009,Surat,Mumbai Central,106.5,106.5,Fog,Low,1.7,Sat,6,13.6
Tejas Express,22119,Surat,Mumbai Central,139.4,139.4,Clear,Low,18.7,Sat,20,6.8
Tejas Express,22119,Vadodara Jn,Surat,71.9,71.9,Rain,High,18.4,Tue,18,38.2
Tejas Express,22119,Ratlam Jn,Vadodara Jn,124.6,124.6,Clear,Medium,5.0,Tue,9,11.7
Shatabdi Express,12009,New Delhi,Kota Jn,58.7,58.7,Rain,Low,3.7,Sun,13,12.6
Mumbai Rajdhani Express,12951,Kota Jn,Ratlam Jn,88.5,88.5,Fog,Medium,13.7,Wed,13,30.5
Tejas Express,22119,Vadodara Jn,Surat,145.0,145.0,Clear,High,0.5,Mon,4,22.9
Shatabdi Express,12009,Kota Jn,Ratlam Jn,95.4,95.4,Clear,Medium,18.0,Mon,12,22.8
August Kranti Rajdhani,12953,Vadodara Jn,Surat,107.1,107.1,Clear,Medium,10.4,Mon,1,18.6
Shatabdi Express,12009,New Delhi,Kota Jn,63.4,63.4,Clear,Low,9.6,Mon,3,3.1
Mumbai Rajdhani Express,12951,Kota Jn,Ratlam Jn,87.1,87.1,Clear,High,2.7,Sat,4,25.4
Shatabdi Express,12009,Ratlam Jn,Vadodara Jn,113.5,113.5,Rain,Medium,12.5,Mon,0,21.2
August Kranti Rajdhani,12953,Surat,Mumbai Central,134.4,134.4,Clear,Low,2.1,Fri,14,0.0
Tejas Express,22119,New Delhi,Kota Jn,140.4,140.4,Clear,Low,3.7,Sun,17,0.0
Shatabdi Express,12009,Surat,Mumbai Central,108.6,108.6,Rain,Medium,8.6,Tue,4,23.7
August Kranti Rajdhani,12953,Kota Jn,Ratlam Jn,86.5,86.5,Fog,Low,9.6,Mon,18,17.7
Tejas Express,22119,Ratlam Jn,Vadodara Jn,106.8,106.8,Clear,Medium,2.1,Thu,4,10.2
Mumbai Rajdhani Express,12951,Ratlam Jn,Vadodara Jn,79.4,79.4,Clear,Low,6.1,Sat,19,4.5
Tejas Express,22119,New Delhi,Kota Jn,138.1,138.1,Clear,Low,17.6,Mon,5,8.4
Shatabdi Express,12009,Surat,Mumbai Central,131.3,131.3,Clear,Low,14.1,Mon,5,5.9
August Kranti Rajdhani,12953,Ratlam Jn,Vadodara Jn,105.3,105.3,Clear,Low,17.2,Sun,21,5.0
Shatabdi Express,12009,Vadodara Jn,Surat,28.9,28.9,Rain,Low,19.3,Tue,18,18.8
Shatabdi Express,12009,Kota Jn,Ratlam Jn,110.7,110.7,Clear,Medium,11.7,Mon,1,19.1
Mumbai Rajdhani Express,12951,Kota Jn,Ratlam Jn,50.1,50.1,Fog,Low,13.6,Tue,23,20.0
August Kranti Rajdhani,12953,New Delhi,Kota Jn,137.0,137.0,Clear,High,15.1,Mon,1,26.8
Shatabdi Express,12009,New Delhi,Kota Jn,24.9,24.9,Fog,Low,7.5,Mon,5,20.1
Shatabdi Express,12009,New Delhi,Kota Jn,110.8,110.8,Clear,High,11.5,Wed,15,22.8
Tejas Express,22119,Ratlam Jn,Vadodara Jn,49.3,49.3,Fog,Low,10.6,Mon,18,23.2
Mumbai Rajdhani Express,12951,New Delhi,Kota Jn,46.5,46.5,Rain,High,7.2,Fri,2,30.7
Shatabdi Express,12009,Kota Jn,Ratlam Jn,108.7,108.7,Heavy Rain,Medium,10.6,Tue,18,37.2
Tejas Express,22119,Surat,Mumbai Central,65.8,65.8,Fog,Medium,2.8,Thu,20,22.1
Tejas Express,22119,New Delhi,Kota Jn,94.0,94.0,Clear,Medium,2.0,Mon,19,11.0
Shatabdi Express,12009,New Delhi,Kota Jn,49.1,49.1,Rain,High,5.0,Mon,5,32.5
Shatabdi Express,12009,New Delhi,Kota Jn,89.5,89.5,Clear,Medium,12.2,Fri,1,14.2
Mumbai Rajdhani Express,12951,Surat,Mumbai Central,81.2,81.2,Rain,Low,0.6,Wed,6,6.7
Shatabdi Express,12009,New Delhi,Kota Jn,38.1,38.1,Clear,Medium,18.5,Mon,7,20.9
Tejas Express,22119,New Delhi,Kota Jn,124.7,124.7,Clear,Medium,16.7,Wed,2,21.5
Tejas Express,22119,Surat,Mumbai Central,116.1,116.1,Rain,High,9.6,Sat,1,29.1
Mumbai Rajdhani Express,12951,New Delhi,Kota Jn,84.6,84.6,Clear,Low,9.6,Tue,0,7.6
Mumbai Rajdhani Express,12951,New Delhi,Kota Jn,120.6,120.6,Rain,Medium,17.2,Sat,0,28.4
Tejas Express,22119,New Delhi,Kota Jn,70.3,70.3,Clear,Low,14.0,Mon,14,7.5
Mumbai Rajdhani Express,12951,Surat,Mumbai Central,147.7,147.7,Clear,Low,8.7,Tue,2,0.0
Mumbai Rajdhani Express,12951,Kota Jn,Ratlam Jn,73.7,73.7,Fog,Medium,10.7,Sun,0,25.9
August Kranti Rajdhani,12953,New Delhi,Kota Jn,30.0,30.0,Clear,Low,0.9,Sat,7,0.0
Shatabdi Express,12009,Kota Jn,Ratlam Jn,98.8,98.8,Clear,Low,1.5,Fri,6,0.0
Tejas Express,22119,Ratlam Jn,Vadodara Jn,136.7,136.7,Rain,Low,6.1,Fri,9,9.8
August Kranti Rajdhani,12953,Surat,Mumbai Central,136.1,136.1,Clear,Medium,2.1,Thu,22,9.6
Tejas Express,22119,Ratlam Jn,Vadodara Jn,30.2,30.2,Rain,Medium,10.4,Fri,6,21.2
Mumbai Rajdhani Express,12951,Ratlam Jn,Vadodara Jn,114.2,114.2,Fog,Low,4.7,Sun,14,16.8
Mumbai Rajdhani Express,12951,New Delhi,Kota Jn,84.9,84.9,Clear,Low,7.7,Mon,1,7.2
Shatabdi Express,12009,Surat,Mumbai Central,69.9,69.9,Clear,Low,8.9,Thu,5,1.7
Tejas Express,22119,Surat,Mumbai Central,26.8,26.8,Clear,Medium,7.0,Fri,10,8.8
Shatabdi Express,12009,Surat,Mumbai Central,48.2,48.2,Clear,Medium,12.4,Sun,23,19.9
Mumbai Rajdhani Express,12951,New Delhi,Kota Jn,91.9,91.9,Heavy Rain,High,5.7,Fri,14,52.8
Tejas Express,22119,Surat,Mumbai Central,113.5,113.5,Fog,Low,19.2,Tue,4,24.3
Mumbai Rajdhani Express,12951,Ratlam Jn,Vadodara Jn,123.9,123.9,Heavy Rain,Low,5.0,Wed,18,27.9
Tejas Express,22119,New Delhi,Kota Jn,100.0,100.0,Clear,Medium,15.6,Fri,0,20.9
Mumbai Rajdhani Express,12951,Ratlam Jn,Vadodara Jn,93.9,93.9,Clear,Low,3.6,Thu,0,1.4
Tejas Express,22119,New Delhi,Kota Jn,145.6,145.6,Clear,Medium,4.4,Mon,8,7.8
Shatabdi Express,12009,New Delhi,Kota Jn,77.3,77.3,Clear,Medium,5.2,Tue,20,12.5
August Kranti Rajdhani,12953,Kota Jn,Ratlam Jn,133.3,133.3,Fog,Low,13.1,Fri,14,18.4
Shatabdi Express,12009,New Delhi,Kota Jn,91.9,91.9,Clear,High,19.8,Mon,21,34.7
Shatabdi Express,12009,Surat,Mumbai Central,113.4,113.4,Fog,Low,1.5,Fri,2,15.2
August Kranti Rajdhani,12953,Kota Jn,Ratlam Jn,62.4,62.4,Clear,Medium,8.3,Wed,4,15.6
Mumbai Rajdhani Express,12951,Ratlam Jn,Vadodara Jn,98.9,98.9,Clear,High,17.9,Wed,19,27.6
Mumbai Rajdhani Express,12951,Kota Jn,Ratlam Jn,67.9,67.9,Clear,Low,11.8,Tue,10,2.0
Shatabdi Express,12009,Kota Jn,Ratlam Jn,69.2,69.2,Clear,Medium,3.0,Sat,2,14.1
Mumbai Rajdhani Express,12951,Kota Jn,Ratlam Jn,93.5,93.5,Heavy Rain,Medium,14.7,Mon,16,42.8
Mumbai Rajdhani Express,12951,Surat,Mumbai Central,81.4,81.4,Clear,Low,5.4,Wed,7,6.1
Shatabdi Express,12009,Kota Jn,Ratlam Jn,123.9,123.9,Heavy Rain,Low,6.3,Sat,7,32.9
Tejas Express,22119,Vadodara Jn,Surat,67.0,67.0,Clear,Medium,18.3,Fri,7,20.6
Tejas Express,22119,Vadodara Jn,Surat,49.9,49.9,Rain,High,18.5,Thu,21,34.6
August Kranti Rajdhani,12953,Surat,Mumbai Central,53.8,53.8,Clear,Low,1.6,Tue,18,0.0
Tejas Express,22119,Kota Jn,Ratlam Jn,137.0,137.0,Rain,Low,2.4,Fri,22,6.8
Tejas Express,22119,New Delhi,Kota Jn,36.4,36.4,Clear,Low,13.8,Tue,16,11.8
Tejas Express,22119,Vadodara Jn,Surat,66.1,66.1,Clear,Medium,14.2,Sun,10,13.3
Mumbai Rajdhani Express,12951,New Delhi,Kota Jn,29.6,29.6,Rain,High,18.2,Sat,13,38.4
Shatabdi Express,12009,Vadodara Jn,Surat,111.0,111.0,Fog,Medium,11.8,Fri,2,34.1
August Kranti Rajdhani,12953,New Delhi,Kota Jn,97.2,97.2,Clear,Medium,7.6,Fri,23,13.2
Shatabdi Express,12009,New Delhi,Kota Jn,50.2,50.2,Clear,Low,10.4,Fri,13,5.5
Shatabdi Express,12009,Ratlam Jn,Vadodara Jn,69.9,69.9,Fog,High,0.8,Sat,6,39.9
Tejas Express,22119,Surat,Mumbai Central,56.2,56.2,Rain,Low,6.9,Wed,8,8.1
Tejas Express,22119,Vadodara Jn,Surat,49.1,49.1,Clear,High,5.2,Mon,7,23.7
Shatabdi Express,12009,Kota Jn,Ratlam Jn,32.5,32.5,Clear,Medium,3.4,Mon,17,12.7
August Kranti Rajdhani,12953,New Delhi,Kota Jn,83.5,83.5,Rain,Low,5.6,Thu,23,15.3
Tejas Express,22119,Surat,Mumbai Central,36.4,36.4,Clear,High,14.3,Mon,14,31.3
Tejas Express,22119,Vadodara Jn,Surat,54.2,54.2,Rain,High,14.6,Wed,2,31.5
August Kranti Rajdhani,12953,New Delhi,Kota Jn,62.5,62.5,Clear,Low,12.6,Sun,2,6.4
Shatabdi Express,12009,New Delhi,Kota Jn,76.3,76.3,Rain,Medium,6.4,Sat,20,24.6
Mumbai Rajdhani Express,12951,New Delhi,Kota Jn,52.0,52.0,Clear,High,4.4,Thu,4,19.2
Tejas Express,22119,Kota Jn,Ratlam Jn,115.4,115.4,Clear,Low,17.5,Sun,23,13.2
August Kranti Rajdhani,12953,New Delhi,Kota Jn,76.5,76.5,Clear,Medium,14.2,Sat,8,12.5
Tejas Express,22119,Surat,Mumbai Central,50.5,50.5,Clear,Medium,19.1,Sun,7,23.4
Shatabdi Express,12009,Vadodara Jn,Surat,83.7,83.7,Fog,Medium,10.9,Tue,3,28.4
Shatabdi Express,12009,Vadodara Jn,Surat,146.0,146.0,Clear,Medium,2.3,Wed,21,10.8
Mumbai Rajdhani Express,12951,Ratlam Jn,Vadodara Jn,110.6,110.6,Fog,Medium,9.7,Thu,19,32.9
Tejas Express,22119,Kota Jn,Ratlam Jn,23.8,23.8,Clear,Low,17.0,Fri,10,7.6
Shatabdi Express,12009,Ratlam Jn,Vadodara Jn,73.5,73.5,Rain,Low,5.2,Thu,23,6.1
August Kranti Rajdhani,12953,Ratlam Jn,Vadodara Jn,102.7,102.7,Clear,Low,4.4,Fri,6,6.0
Mumbai Rajdhani Express,12951,Surat,Mumbai Central,99.4,99.4,Clear,Medium,19.0,Thu,2,14.7
Shatabdi Express,12009,Ratlam Jn,Vadodara Jn,119.7,119.7,Clear,Medium,10.4,Tue,5,13.8
Tejas Express,22119,Kota Jn,Ratlam Jn,57.7,57.7,Clear,Low,8.3,Tue,0,4.7
Mumbai Rajdhani Express,12951,New Delhi,Kota Jn,118.2,118.2,Clear,Medium,15.8,Wed,9,13.3
Mumbai Rajdhani Express,12951,Kota Jn,Ratlam Jn,102.1,102.1,Fog,Low,15.0,Thu,20,25.6
Tejas Express,22119,Kota Jn,Ratlam Jn,126.4,126.4,Rain,High,1.5,Sat,23,28.8
Tejas Express,22119,New Delhi,Kota Jn,21.9,21.9,Rain,Medium,3.0,Sun,12,21.9
August Kranti Rajdhani,12953,Surat,Mumbai Central,131.7,131.7,Fog,Low,14.9,Thu,6,20.4
Mumbai Rajdhani Express,12951,Ratlam Jn,Vadodara Jn,146.0,146.0,Clear,Low,8.6,Thu,17,1.5
Shatabdi Express,12009,Vadodara Jn,Surat,57.0,57.0,Fog,Medium,7.6,Sat,12,33.7
Shatabdi Express,12009,Surat,Mumbai Central,112.9,112.9,Clear,Medium,0.5,Thu,11,12.9
Tejas Express,22119,Surat,Mumbai Central,34.2,34.2,Clear,Low,12.6,Fri,5,2.1
August Kranti Rajdhani,12953,Vadodara Jn,Surat,97.1,97.1,Clear,Low,16.8,Sun,18,8.6
August Kranti Rajdhani,12953,New Delhi,Kota Jn,119.8,119.8,Clear,Low,6.8,Wed,22,0.0
Tejas Express,22119,New Delhi,Kota Jn,54.9,54.9,Clear,Medium,9.8,Sat,7,14.9
Shatabdi Express,12009,Vadodara Jn,Surat,112.2,112.2,Clear,High,19.9,Mon,13,25.8
Mumbai Rajdhani Express,12951,Vadodara Jn,Surat,36.5,36.5,Clear,Medium,2.4,Sun,3,8.2
Mumbai Rajdhani Express,12951,Vadodara Jn,Surat,84.4,84.4,Fog,Medium,2.8,Thu,12,30.1
Mumbai Rajdhani Express,12951,Ratlam Jn,Vadodara Jn,35.3,35.3,Heavy Rain,Medium,17.6,Wed,19,41.5
Shatabdi Express,12009,Surat,Mumbai Central,104.5,104.5,Clear,Medium,4.1,Sat,11,13.2
Shatabdi Express,12009,Vadodara Jn,Surat,80.2,80.2,Rain,High,14.4,Tue,5,38.7
Tejas Express,22119,New Delhi,Kota Jn,61.3,61.3,Clear,Low,19.9,Sat,6,5.0
August Kranti Rajdhani,12953,New Delhi,Kota Jn,89.9,89.9,Clear,Low,9.4,Wed,20,1.3
August Kranti Rajdhani,12953,Ratlam Jn,Vadodara Jn,101.7,101.7,Rain,Low,16.4,Fri,23,19.9
Shatabdi Express,12009,Ratlam Jn,Vadodara Jn,101.2,101.2,Clear,Low,10.8,Mon,18,7.0
August Kranti Rajdhani,12953,New Delhi,Kota Jn,115.0,115.0,Clear,Low,2.0,Fri,20,4.0
Tejas Express,22119,Ratlam Jn,Vadodara Jn,94.8,94.8,Rain,Medium,19.3,Fri,21,30.0
Tejas Express,22119,Kota Jn,Ratlam Jn,41.9,41.9,Fog,High,1.8,Tue,4,38.9
August Kranti Rajdhani,12953,Vadodara Jn,Surat,133.7,133.7,Clear,High,1.0,Thu,13,20.6
Tejas Express,22119,Ratlam Jn,Vadodara Jn,59.3,59.3,Fog,Low,7.9,Sat,15,21.6
Shatabdi Express,12009,Ratlam Jn,Vadodara Jn,129.0,129.0,Clear,Low,12.1,Tue,20,3.1
Shatabdi Express,12009,Kota Jn,Ratlam Jn,129.2,129.2,Clear,Low,15.8,Fri,13,9.8
Shatabdi Express,12009,Kota Jn,Ratlam Jn,23.3,23.3,Clear,Low,13.4,Tue,19,9.0
August Kranti Rajdhani,12953,Vadodara Jn,Surat,68.6,68.6,Rain,High,3.9,Tue,0,28.6
Shatabdi Express,12009,Ratlam Jn,Vadodara Jn,32.2,32.2,Clear,Low,18.4,Mon,20,10.3
Shatabdi Express,12009,Vadodara Jn,Surat,71.8,71.8,Heavy Rain,Medium,5.5,Fri,0,33.4
Tejas Express,22119,Surat,Mumbai Central,102.2,102.2,Clear,Low,17.5,Sun,3,11.2
Mumbai Rajdhani Express,12951,Ratlam Jn,Vadodara Jn,23.7,23.7,Rain,Low,14.7,Tue,2,19.1
Tejas Express,22119,New Delhi,Kota Jn,27.3,27.3,Fog,Low,1.9,Sun,6,16.3
Mumbai Rajdhani Express,12951,Ratlam Jn,Vadodara Jn,128.8,128.8,Rain,Low,14.2,Fri,23,19.2
Shatabdi Express,12009,Surat,Mumbai Central,21.8,21.8,Fog,Low,13.4,Tue,16,17.3
August Kranti Rajdhani,12953,Ratlam Jn,Vadodara Jn,30.9,30.9,Clear,Low,4.0,Tue,20,2.1
Mumbai Rajdhani Express,12951,Ratlam Jn,Vadodara Jn,55.6,55.6,Clear,Low,11.4,Fri,14,7.7
Mumbai Rajdhani Express,12951,New Delhi,Kota Jn,139.3,139.3,Clear,Low,6.4,Mon,5,4.5
Mumbai Rajdhani Express,12951,Kota Jn,Ratlam Jn,102.9,102.9,Clear,High,18.9,Sat,20,27.6
August Kranti Rajdhani,12953,Kota Jn,Ratlam Jn,60.4,60.4,Clear,Low,5.6,Thu,7,3.5
August Kranti Rajdhani,12953,Ratlam Jn,Vadodara Jn,134.9,134.9,Clear,Low,14.0,Thu,11,4.6
Shatabdi Express,12009,Ratlam Jn,Vadodara Jn,120.4,120.4,Clear,Medium,13.7,Sun,18,13.6
Tejas Express,22119,Kota Jn,Ratlam Jn,89.9,89.9,Clear,Medium,6.9,Sun,9,16.6
August Kranti Rajdhani,12953,Ratlam Jn,Vadodara Jn,111.0,111.0,Clear,Medium,15.9,Sun,6,13.8
Shatabdi Express,12009,Kota Jn,Ratlam Jn,80.8,80.8,Clear,Low,13.2,Tue,14,3.5
Shatabdi Express,12009,Ratlam Jn,Vadodara Jn,93.3,93.3,Fog,High,6.4,Wed,0,34.2
August Kranti Rajdhani,12953,Vadodara Jn,Surat,81.8,81.8,Clear,High,3.7,Tue,14,20.5
August Kranti Rajdhani,12953,New Delhi,Kota Jn,77.1,77.1,Fog,Medium,13.9,Thu,7,34.2
Shatabdi Express,12009,Ratlam Jn,Vadodara Jn,98.1,98.1,Clear,Low,0.8,Tue,16,4.7
Mumbai Rajdhani Express,12951,Vadodara Jn,Surat,75.4,75.4,Clear,Medium,11.9,Tue,9,12.5
August Kranti Rajdhani,12953,Surat,Mumbai Central,117.7,117.7,Clear,Low,19.2,Wed,4,14.3
Shatabdi Express,12009,Vadodara Jn,Surat,71.5,71.5,Clear,Medium,4.0,Wed,2,8.7
August Kranti Rajdhani,12953,Kota Jn,Ratlam Jn,131.5,131.5,Clear,Medium,3.1,Sun,11,12.2
Mumbai Rajdhani Express,12951,Vadodara Jn,Surat,40.7,40.7,Clear,Medium,7.9,Thu,21,11.0
Tejas Express,22119,Vadodara Jn,Surat,111.8,111.8,Fog,Low,2.6,Tue,12,18.9
Shatabdi Express,12009,Ratlam Jn,Vadodara Jn,126.6,126.6,Fog,Low,7.9,Thu,21,14.6
Mumbai Rajdhani Express,12951,Kota Jn,Ratlam Jn,135.1,135.1,Clear,Low,7.2,Mon,19,3.6
Tejas Express,22119,New Delhi,Kota Jn,103.9,103.9,Clear,Low,4.2,Wed,12,1.5
August Kranti Rajdhani,12953,Vadodara Jn,Surat,39.6,39.6,Clear,Medium,9.6,Thu,5,12.4
August Kranti Rajdhani,12953,Vadodara Jn,Surat,108.7,108.7,Rain,Low,1.7,Mon,20,10.8
Tejas Express,22119,New Delhi,Kota Jn,40.9,40.9,Clear,Medium,13.7,Sat,21,12.0
Tejas Express,22119,Vadodara Jn,Surat,120.3,120.3,Clear,Low,12.7,Sun,14,7.3
Shatabdi Express,12009,Vadodara Jn,Surat,112.6,112.6,Rain,High,2.2,Thu,17,25.9
Tejas Express,22119,New Delhi,Kota Jn,39.6,39.6,Clear,High,11.8,Sun,19,22.9
Tejas Express,22119,Vadodara Jn,Surat,26.3,26.3,Clear,Low,9.8,Fri,21,3.6
Shatabdi Express,12009,Ratlam Jn,Vadodara Jn,75.3,75.3,Fog,Medium,0.5,Wed,11,22.9
Tejas Express,22119,New Delhi,Kota Jn,78.1,78.1,Clear,Low,2.2,Fri,23,3.4
Tejas Express,22119,Kota Jn,Ratlam Jn,42.8,42.8,Clear,Low,2.9,Wed,11,1.3
Tejas Express,22119,Surat,Mumbai Central,51.7,51.7,Rain,Medium,14.7,Thu,1,25.6
Mumbai Rajdhani Express,12951,Ratlam Jn,Vadodara Jn,68.5,68.5,Clear,High,12.8,Thu,16,30.2
Mumbai Rajdhani Express,12951,Ratlam Jn,Vadodara Jn,140.6,140.6,Fog,Low,0.4,Wed,23,19.7
Mumbai Rajdhani Express,12951,Vadodara Jn,Surat,145.5,145.5,Fog,Medium,19.9,Fri,7,36.2
Mumbai Rajdhani Express,12951,Ratlam Jn,Vadodara Jn,94.5,94.5,Clear,High,5.5,Tue,8,24.6
Mumbai Rajdhani Express,12951,Surat,Mumbai Central,71.8,71.8,Clear,Low,0.1,Sun,13,0.0
August Kranti Rajdhani,12953,Ratlam Jn,Vadodara Jn,54.7,54.7,Clear,High,6.4,Mon,22,20.4
Shatabdi Express,12009,Kota Jn,Ratlam Jn,28.3,28.3,Clear,Medium,16.5,Sat,19,19.1
Shatabdi Express,12009,Surat,Mumbai Central,70.6,70.6,Rain,Low,6.8,Thu,4,9.9
Tejas Express,22119,Vadodara Jn,Surat,47.4,47.4,Fog,Medium,5.1,Sun,18,22.9
Mumbai Rajdhani Express,12951,Vadodara Jn,Surat,93.0,93.0,Clear,Low,19.7,Wed,10,8.5
Tejas Express,22119,Vadodara Jn,Surat,23.8,23.8,Fog,Low,7.0,Sun,0,17.8
Shatabdi Express,12009,Surat,Mumbai Central,116.7,116.7,Heavy Rain,Low,10.8,Sun,3,29.2
Mumbai Rajdhani Express,12951,Vadodara Jn,Surat,48.4,48.4,Heavy Rain,Medium,3.6,Sun,23,33.4
Tejas Express,22119,Surat,Mumbai Central,73.1,73.1,Fog,Low,12.0,Wed,20,19.2
Mumbai Rajdhani Express,12951,Ratlam Jn,Vadodara Jn,85.3,85.3,Clear,Low,8.1,Wed,14,6.7
August Kranti Rajdhani,12953,Kota Jn,Ratlam Jn,72.0,72.0,Clear,Medium,15.3,Sat,3,19.2
Tejas Express,22119,Surat,Mumbai Central,104.9,104.9,Heavy Rain,Low,12.7,Tue,19,32.6
Mumbai Rajdhani Express,12951,Surat,Mumbai Central,94.2,94.2,Clear,Low,12.2,Sat,15,2.8
Mumbai Rajdhani Express,12951,Ratlam Jn,Vadodara Jn,23.0,23.0,Fog,Medium,7.8,Tue,5,29.0
Tejas Express,22119,Ratlam Jn,Vadodara Jn,114.0,114.0,Clear,Low,14.3,Tue,9,4.2
Mumbai Rajdhani Express,12951,New Delhi,Kota Jn,46.9,46.9,Clear,Low,12.1,Sun,5,10.9
Tejas Express,22119,Surat,Mumbai Central,103.4,103.4,Rain,Medium,17.4,Tue,14,30.8
Mumbai Rajdhani Express,12951,New Delhi,Kota Jn,117.3,117.3,Fog,Low,10.4,Thu,2,19.9
Tejas Express,22119,Ratlam Jn,Vadodara Jn,134.8,134.8,Clear,Medium,12.1,Sat,0,21.0
Tejas Express,22119,Vadodara Jn,Surat,127.6,127.6,Clear,Medium,16.6,Mon,11,20.6
Tejas Express,22119,Surat,Mumbai Central,101.8,101.8,Clear,Medium,2.1,Sun,18,14.6
Mumbai Rajdhani Express,12951,Kota Jn,Ratlam Jn,67.6,67.6,Fog,Low,4.9,Wed,3,17.2
Shatabdi Express,12009,New Delhi,Kota Jn,79.6,79.6,Fog,Medium,15.1,Sat,14,30.9
Shatabdi Express,12009,Vadodara Jn,Surat,110.9,110.9,Clear,Medium,15.2,Wed,0,14.1
August Kranti Rajdhani,12953,Ratlam Jn,Vadodara Jn,93.3,93.3,Fog,Low,14.3,Wed,15,22.8
Tejas Express,22119,Ratlam Jn,Vadodara Jn,40.1,40.1,Rain,Low,12.1,Wed,20,17.7
August Kranti Rajdhani,12953,New Delhi,Kota Jn,130.6,130.6,Clear,Low,0.2,Fri,23,0.0
Tejas Express,22119,Vadodara Jn,Surat,100.4,100.4,Clear,Low,3.1,Wed,16,5.0
Shatabdi Express,12009,Vadodara Jn,Surat,132.5,132.5,Clear,Low,10.5,Thu,0,2.0
Mumbai Rajdhani Express,12951,Ratlam Jn,Vadodara Jn,49.2,49.2,Clear,Low,12.2,Mon,20,8.4
August Kranti Rajdhani,12953,Ratlam Jn,Vadodara Jn,84.8,84.8,Clear,Medium,0.2,Sun,16,12.6
August Kranti Rajdhani,12953,Kota Jn,Ratlam Jn,67.3,67.3,Clear,Medium,19.0,Wed,17,19.6
Mumbai Rajdhani Express,12951,New Delhi,Kota Jn,78.1,78.1,Clear,Low,15.9,Sat,7,4.8
August Kranti Rajdhani,12953,Vadodara Jn,Surat,43.1,43.1,Heavy Rain,Low,5.5,Sat,2,30.1
August Kranti Rajdhani,12953,Surat,Mumbai Central,59.4,59.4,Clear,Low,15.2,Mon,17,7.4
Mumbai Rajdhani Express,12951,Ratlam Jn,Vadodara Jn,122.7,122.7,Clear,Low,8.8,Mon,17,4.2
August Kranti Rajdhani,12953,Surat,Mumbai Central,83.3,83.3,Clear,Medium,17.2,Thu,20,14.7
August Kranti Rajdhani,12953,Surat,Mumbai Central,124.7,124.7,Fog,Low,0.0,Fri,8,17.5
Tejas Express,22119,Kota Jn,Ratlam Jn,62.7,62.7,Clear,Low,12.9,Fri,7,4.1
Shatabdi Express,12009,Ratlam Jn,Vadodara Jn,108.1,108.1,Clear,Medium,2.2,Tue,15,13.7
Mumbai Rajdhani Express,12951,Ratlam Jn,Vadodara Jn,136.1,136.1,Clear,Low,3.6,Sat,9,4.4
Mumbai Rajdhani Express,12951,Vadodara Jn,Surat,64.5,64.5,Fog,Medium,3.9,Tue,6,23.1
Shatabdi Express,12009,Surat,Mumbai Central,59.7,59.7,Fog,Low,13.7,Tue,18,26.2
August Kranti Rajdhani,12953,Ratlam Jn,Vadodara Jn,40.3,40.3,Fog,Medium,17.0,Tue,10,34.6
Tejas Express,22119,Surat,Mumbai Central,122.5,122.5,Fog,Low,18.7,Sun,9,24.1
Shatabdi Express,12009,Kota Jn,Ratlam Jn,59.8,59.8,Fog,Medium,6.3,Fri,12,26.2
Tejas Express,22119,New Delhi,Kota Jn,119.1,119.1,Clear,High,7.1,Thu,8,26.7
Mumbai Rajdhani Express,12951,Kota Jn,Ratlam Jn,47.1,47.1,Fog,Low,7.5,Sun,12,16.9
Shatabdi Express,12009,Surat,Mumbai Central,92.8,92.8,Clear,Low,10.1,Mon,2,8.7
August Kranti Rajdhani,12953,Kota Jn,Ratlam Jn,62.3,62.3,Clear,Medium,9.4,Mon,21,19.4
Tejas Express,22119,Vadodara Jn,Surat,52.5,52.5,Heavy Rain,Medium,1.2,Wed,8,31.2
Shatabdi Express,12009,Vadodara Jn,Surat,140.1,140.1,Clear,Low,15.0,Sun,23,5.7
Tejas Express,22119,Kota Jn,Ratlam Jn,133.6,133.6,Clear,Medium,11.2,Wed,18,15.0
Shatabdi Express,12009,Surat,Mumbai Central,89.0,89.0,Clear,Low,15.4,Sun,22,3.4
Shatabdi Express,12009,Ratlam Jn,Vadodara Jn,137.7,137.7,Clear,High,3.7,Thu,11,21.6
Shatabdi Express,12009,Kota Jn,Ratlam Jn,108.1,108.1,Fog,Low,15.0,Mon,20,17.7
Tejas Express,22119,Vadodara Jn,Surat,71.5,71.5,Clear,Low,10.6,Fri,11,9.4
Mumbai Rajdhani Express,12951,Surat,Mumbai Central,76.8,76.8,Clear,Medium,16.0,Thu,9,20.9
Shatabdi Express,12009,New Delhi,Kota Jn,115.5,115.5,Clear,High,15.6,Sun,16,28.1
Mumbai Rajdhani Express,12951,Surat,Mumbai Central,139.9,139.9,Fog,High,15.0,Thu,8,45.2
Tejas Express,22119,Vadodara Jn,Surat,135.6,135.6,Heavy Rain,Low,6.6,Fri,10,25.1
Tejas Express,22119,Surat,Mumbai Central,121.5,121.5,Fog,High,17.8,Wed,0,42.9
Tejas Express,22119,New Delhi,Kota Jn,21.1,21.1,Clear,Low,17.1,Sun,10,9.4
Tejas Express,22119,Kota Jn,Ratlam Jn,120.1,120.1,Clear,Low,17.6,Tue,6,12.5
